"","X","Region","Country","Code","Sex","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","Income2019"
"354","4656","Europe & Central Asia","Spain","ESP","Male","10.05","17.64","19.57","21.04","24.58","25.6","23.6","20.77","18.12","15.66","13.72","12.45"," ","25055.29563"
"355","4681","South Asia","Sri Lanka","LKA","Female","8.03","8.62","7.4","6.91","6.1","6.41","6.27","7.33","6.72","6.24","6.88"," "," ","3465.814176"
"356","4682","South Asia","Sri Lanka","LKA","Male","3.63","4.32","3.42","2.66","2.76","3.05","3.08","2.94","2.84","2.79","2.95"," "," ","3465.814176"
"357","4707","Latin America & Caribbean","St. Kitts and Nevis","KNA","Female"," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"358","4708","Latin America & Caribbean","St. Kitts and Nevis","KNA","Male"," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"359","4733","Latin America & Caribbean","St. Lucia","LCA","Female","14.75","16.46"," ","20.22","21.19","23.93"," "," "," ","20.86","20.88","16.95"," ","8921.993097"
"360","4734","Latin America & Caribbean","St. Lucia","LCA","Male","11.04","14.39"," ","17.61","17.09","20.66"," "," "," ","17.07","17.53","13.84"," ","8921.993097"
"361","4759","Latin America & Caribbean","St. Martin (French part)","MAF","Female"," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"362","4760","Latin America & Caribbean","St. Martin (French part)","MAF","Male"," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"363","4785","Latin America & Caribbean","St. Vincent and the Grenadines","VCT","Female"," "," "," "," "," "," "," "," "," "," "," "," "," ","6095.007358"
"364","4786","Latin America & Caribbean","St. Vincent and the Grenadines","VCT","Male"," "," "," "," "," "," "," "," "," "," "," "," "," ","6095.007358"
"365","4811","Sub-Saharan Africa","Sudan","SDN","Female","19.3","23"," ","30.74"," "," "," "," "," "," "," "," "," ","552.5120943"
"366","4812","Sub-Saharan Africa","Sudan","SDN","Male","12.7","9"," ","12.37"," "," "," "," "," "," "," "," "," ","552.5120943"
"367","4837","Latin America & Caribbean","Suriname","SUR","Female"," ","14.33","12.58","12.41","12.37","11.01","11.81","11.45","11.11"," "," "," "," ","4611.480239"
"368","4838","Latin America & Caribbean","Suriname","SUR","Male"," ","4.84","3.6","4.21","5.08","3.63","3.52","4.38","5.68"," "," "," "," ","4611.480239"
"369","4863","Europe & Central Asia","Sweden","SWE","Female","6.57","8.01","8.52","7.76","7.71","7.89","7.69","7.29","6.59","6.44","6.24","6.96","8.29","43998.41705"
"370","4864","Europe & Central Asia","Sweden","SWE","Male","5.94","8.66","8.69","7.84","8.21","8.2","8.19","7.56","7.36","6.97","6.48","6.72","8.3","43998.41705"
"371","4889","Europe & Central Asia","Switzerland","CHE","Female","3.97","4.52","5.19","4.79","4.73","4.92","4.99","4.91","5.01","5.06","5.11","4.71"," ","65600.05547"
"372","4890","Europe & Central Asia","Switzerland","CHE","Male","2.82","3.77","4.48","4.07","4.28","4.6","4.69","4.7","4.84","4.57","4.37","4.11"," ","65600.05547"
"373","4915","Middle East & North Africa","Syrian Arab Republic","SYR","Female","24.19","22.29","22"," "," "," "," "," "," "," "," "," "," "," "
"374","4916","Middle East & North Africa","Syrian Arab Republic","SYR","Male","8.35","5.69","6.23"," "," "," "," "," "," "," "," "," "," "," "
"375","4941","Europe & Central Asia","Tajikistan","TJK","Female"," ","10.48"," "," "," "," "," "," ","5.5"," "," "," "," ","947.9529451"
"376","4942","Europe & Central Asia","Tajikistan","TJK","Male"," ","12.26"," "," "," "," "," "," ","7.9"," "," "," "," ","947.9529451"
"377","4967","Sub-Saharan Africa","Tanzania","TZA","Female"," ","2.7"," ","4.29","0.289999992","3.79","2.69"," "," "," "," "," "," ","967.4256324"
"378","4968","Sub-Saharan Africa","Tanzania","TZA","Male"," ","2.2"," ","2.62","0.289999992","2.1","1.57"," "," "," "," "," "," ","967.4256324"
"379","4993","East Asia & Pacific","Thailand","THA","Female","1.04","1.45","0.62","0.68","0.53","0.24","0.56","0.61","0.71","0.84","0.74","0.73","1.09","6069.016395"
"380","4994","East Asia & Pacific","Thailand","THA","Male","1.3","1.52","0.62","0.65","0.62","0.26","0.59","0.59","0.67","0.82","0.78","0.7","1.11","6069.016395"
"381","5019","East Asia & Pacific","Timor-Leste","TLS","Female"," "," ","4.26"," "," ","10.59"," "," ","6.26"," "," "," "," ","1418.533353"
"382","5020","East Asia & Pacific","Timor-Leste","TLS","Male"," "," ","2.85"," "," ","11.19"," "," ","3.34"," "," "," "," ","1418.533353"
"383","5045","Sub-Saharan Africa","Togo","TGO","Female"," "," "," ","1.66"," "," "," ","1.7"," ","2.82"," "," "," ","616.7631897"
"384","5046","Sub-Saharan Africa","Togo","TGO","Male"," "," "," ","2.32"," "," "," ","2.71"," ","4.73"," "," "," ","616.7631897"
"385","5071","East Asia & Pacific","Tonga","TON","Female"," "," "," "," "," "," "," "," "," "," ","3.63"," "," ","4707.815926"
"386","5072","East Asia & Pacific","Tonga","TON","Male"," "," "," "," "," "," "," "," "," "," ","2.63"," "," ","4707.815926"
"387","5097","Latin America & Caribbean","Trinidad and Tobago","TTO","Female","6.18","6.29","4.67","4.25","4.57","3.25","2.94","2.95","3.16"," "," "," "," ","14260.55778"
"388","5098","Latin America & Caribbean","Trinidad and Tobago","TTO","Male","3.52","4.58","3.59","2.87","3.11","2.28","2.15","2.06","3.24"," "," "," "," ","14260.55778"
"389","5123","Middle East & North Africa","Tunisia","TUN","Female","15.94","18.77","18.94","27.37","25.61","23"," ","22.21","23.46","22.63","22.76","22.18"," ","3117.335849"
"390","5124","Middle East & North Africa","Tunisia","TUN","Male","11.15","11.27","10.89","15.04","14.63","13.26"," ","12.4","12.37","12.39","12.5","12.27"," ","3117.335849"
"391","5149","Europe & Central Asia","Turkey","TUR","Female","9.98","12.61","11.39","10.07","9.38","10.55","11.83","12.59","13.63","13.89","13.77","16.41","14.85","7585.040685"
"392","5150","Europe & Central Asia","Turkey","TUR","Male","9.61","12.53","10.37","8.27","7.63","7.93","9.03","9.18","9.55","9.37","9.51","12.33","12.31","7585.040685"
"393","5175","Europe & Central Asia","Turkmenistan","TKM","Female"," ","1.8","2.3"," "," "," "," "," "," "," "," "," "," "," "
"394","5176","Europe & Central Asia","Turkmenistan","TKM","Male"," ","4.5","5.3"," "," "," "," "," "," "," "," "," "," "," "
"395","5201","Latin America & Caribbean","Turks and Caicos Islands","TCA","Female"," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"396","5202","Latin America & Caribbean","Turks and Caicos Islands","TCA","Male"," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"397","5227","East Asia & Pacific","Tuvalu","TUV","Female"," "," "," "," "," "," "," "," ","16.22"," "," "," "," "," "
"398","5228","East Asia & Pacific","Tuvalu","TUV","Male"," "," "," "," "," "," "," "," ","4.64"," "," "," "," "," "
"399","5253","Sub-Saharan Africa","Uganda","UGA","Female"," "," "," "," ","4.29","2.44"," "," "," ","11.88"," "," "," ","669.373833"
"400","5254","Sub-Saharan Africa","Uganda","UGA","Male"," "," "," "," ","2.87","1.37"," "," "," ","8.68"," "," "," ","669.373833"
"401","5279","Europe & Central Asia","Ukraine","UKR","Female","6.09","7.31","6.82"," "," ","6.22","7.52","8.08","7.69","7.7","7.43","7.86"," ","3302.10457"
"402","5280","Europe & Central Asia","Ukraine","UKR","Male","6.62","10.29","9.3"," "," ","8.04","10.85","10.1","10.83","11.1","10.04","8.5"," ","3302.10457"
"403","5305","Middle East & North Africa","United Arab Emirates","ARE","Female"," "," "," "," "," "," "," "," ","4.02","6.81"," ","5.1"," ","39305.77963"
"404","5306","Middle East & North Africa","United Arab Emirates","ARE","Male"," "," "," "," "," "," "," "," ","1.07","1.41"," ","1.28"," ","39305.77963"
"405","5331","Europe & Central Asia","United Kingdom","GBR","Female","5.09","6.42","6.88","7.34","7.39","7.04","5.82","5.12","4.68","4.22","3.94","3.53"," "," "
"406","5332","Europe & Central Asia","United Kingdom","GBR","Male","6.06","8.49","8.57","8.64","8.32","7.95","6.36","5.45","4.92","4.43","4.05","3.92"," "," "
"407","5357","North America","United States of America","USA","Female","5.42","8.07","8.62","8.46","7.89","7.08","6.06","5.18","4.79","4.31","3.84","3.61","8.35"," "
"408","5358","North America","United States of America","USA","Male","6.1","10.29","10.52","9.37","8.23","7.64","6.26","5.37","4.94","4.4","3.95","3.72","7.8"," "
"409","5383","Latin America & Caribbean","Uruguay","URY","Female","10.82","10.37","9.4","8.07","8.26","8.2","8.34","8.85","9.44","9.47","10.07","10.69","12.36","13626.1881"
"410","5384","Latin America & Caribbean","Uruguay","URY","Male","5.62","5.51","5.27","4.84","4.91","4.99","5.06","6.36","6.5","6.56","6.86","7.34","8.62","13626.1881"
"411","5409","Europe & Central Asia","Uzbekistan","UZB","Female"," ","5.9","6.3","4.8","4.7","4.7","4.9","5","5","5.6"," ","12.8"," ","1435.193964"
"412","5410","Europe & Central Asia","Uzbekistan","UZB","Male"," ","4.3","4.6","5.1","5","5","5.2","5.3","5.3","6"," ","6"," ","1435.193964"
"413","5435","East Asia & Pacific","Vanuatu","VUT","Female"," ","5.15","1.57"," "," "," "," "," "," "," "," "," "," ","2862.238509"
"414","5436","East Asia & Pacific","Vanuatu","VUT","Male"," ","4.11","2.08"," "," "," "," "," "," "," "," "," "," ","2862.238509"
"415","5461","Latin America & Caribbean","Venezuela, RB","VEN","Female","6.22","5.96","6.95","7.21","7.11","8.600000381"," "," ","5.41","5.84"," "," "," "," "
"416","5462","Latin America & Caribbean","Venezuela, RB","VEN","Male","6.26","6.18","7.22","6.7","6.27","6.829999924"," "," ","5.26","4.5"," "," "," "," "
"417","5487","East Asia & Pacific","Vietnam","VNM","Female"," ","1.58","1.08","0.9","0.93","1.14","1.11","1.71","1.7","1.7","1.03","2.01","2.83","2162.500744"
"418","5488","East Asia & Pacific","Vietnam","VNM","Male"," ","1.89","1.15","1.09","1.12","1.48","1.4","1.98","1.99","2.03","1.28","2.07","2.01","2162.500744"
"419","5513","Latin America & Caribbean","Virgin Islands (U.S.)","VIR","Female"," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"420","5514","Latin America & Caribbean","Virgin Islands (U.S.)","VIR","Male"," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"421","5539","Middle East & North Africa","West Bank and Gaza","PSE","Female","19.53","20.11","21.56","22.44","26.03","27.43","26.16","34.32","37.97","42.83","41.9","41.19","40.07"," "
"422","5540","Middle East & North Africa","West Bank and Gaza","PSE","Male","23.67","20.53","21.39","16.5","17.61","18.19","19.2","20.2","20.58","21.53","22.42","21.35","22.48"," "
"423","5565","Middle East & North Africa","Yemen, Rep.","YEM","Female","40.88","40.23","54.71"," "," "," ","26.13"," "," "," "," "," "," ","745.8931547"
"424","5566","Middle East & North Africa","Yemen, Rep.","YEM","Male","11.54","11.27","12.43"," "," "," ","12.34"," "," "," "," "," "," ","745.8931547"
"425","5591","Sub-Saharan Africa","Zambia","ZMB","Female","7.71"," "," "," "," "," "," "," "," ","12.73","13.5","13.18"," ","1049.041583"
"426","5592","Sub-Saharan Africa","Zambia","ZMB","Male","8.14"," "," "," "," "," "," "," "," ","10.88","11.06","12.07"," ","1049.041583"
"427","5617","Sub-Saharan Africa","Zimbabwe","ZWE","Female"," "," "," ","5.99"," "," ","5.18"," "," "," "," ","17.9"," ","1208.27987"
"428","5618","Sub-Saharan Africa","Zimbabwe","ZWE","Male"," "," "," ","4.73"," "," ","4.36"," "," "," "," ","16.04"," ","1208.27987"
